norad,nome,categoria_n2yo,categoria_coleta,no_recorte
58284,,Flock,,não
58285,,Flock,,não
58286,,Flock,,não
58288,,Amateur radio,,não
58294,,Amateur radio,,não
58295,,Amateur radio,,não
58297,,Amateur radio,,não
58300,,Amateur radio,,não
58301,,Amateur radio,,não
58302,,Amateur radio,,não
58304,,Flock,,não
58306,,Flock,,não
58308,,Flock,,não
58309,,Flock,,não
58318,,Flock,,não
58320,,Flock,,não
58321,,Amateur radio,,não
58322,,Flock,,não
58327,,Flock,,não
58328,,Flock,,não
58334,,Amateur radio,,não
58336,,Amateur radio,,não
58336,,Lemur,,não
58340,,Lemur,,não
58352,,Starlink,,não
58353,,Starlink,,não
58354,,Starlink,,não
58355,,Starlink,,não
58356,,Starlink,,não
58357,,Starlink,,não
58358,,Starlink,,não
58359,,Starlink,,não
58360,,Starlink,,não
58361,,Starlink,,não
58362,,Starlink,,não
58363,,Starlink,,não
58364,,Starlink,,não
58365,,Starlink,,não
58366,,Starlink,,não
58367,,Starlink,,não
58368,,Starlink,,não
58369,,Starlink,,não
58370,,Starlink,,não
58371,,Starlink,,não
58372,,Starlink,,não
58373,,Starlink,,não
58374,,Starlink,,não
58375,,Starlink,,não
58376,,Starlink,,não
58377,,Starlink,,não
58378,,Starlink,,não
58379,,Starlink,,não
58380,,Starlink,,não
58381,,Starlink,,não
58382,,Starlink,,não
58383,,Starlink,,não
58384,,Starlink,,não
58385,,Starlink,,não
58386,,Starlink,,não
58387,,Starlink,,não
58388,,Starlink,,não
58389,,Starlink,,não
58390,,Starlink,,não
58391,,Starlink,,não
58393,,Starlink,,não
58394,,Starlink,,não
58395,,Starlink,,não
58400,,Amateur radio,,não
58400,,Military,,não
58402,,Starlink,,não
58403,,Starlink,,não
58404,,Starlink,,não
58405,,Starlink,,não
58406,,Starlink,,não
58407,,Starlink,,não
58408,,Starlink,,não
58409,,Starlink,,não
58410,,Starlink,,não
58411,,Starlink,,não
58412,,Starlink,,não
58413,,Starlink,,não
58414,,Starlink,,não
58415,,Starlink,,não
58416,,Starlink,,não
58417,,Starlink,,não
58418,,Starlink,,não
58419,,Starlink,,não
58420,,Starlink,,não
58421,,Starlink,,não
58422,,Starlink,,não
58423,,Starlink,,não
58424,,Starlink,,não
58437,,Starlink,,não
58438,,Starlink,,não
58439,,Starlink,,não
58440,,Starlink,,não
58441,,Starlink,,não
58442,,Starlink,,não
58443,,Starlink,,não
58444,,Starlink,,não
58445,,Starlink,,não
58446,,Starlink,,não
58447,,Starlink,,não
58448,,Starlink,,não
58449,,Starlink,,não
58450,,Starlink,,não
58451,,Starlink,,não
58452,,Starlink,,não
58453,,Starlink,,não
58454,,Starlink,,não
58455,,Starlink,,não
58457,,Starlink,,não
58458,,Starlink,,não
58459,,Starlink,,não
58463,,Amateur radio,,não
58466,,Amateur radio,,não
58469,,Amateur radio,,não
58473,,Starlink,,não
58475,,Starlink,,não
58476,,Starlink,,não
58477,,Starlink,,não
58478,,Starlink,,não
58480,,Starlink,,não
58481,,Starlink,,não
58482,,Starlink,,não
58483,,Starlink,,não
58484,,Starlink,,não
58485,,Starlink,,não
58486,,Starlink,,não
58487,,Starlink,,não
58488,,Starlink,,não
58489,,Starlink,,não
58490,,Starlink,,não
58491,,Starlink,,não
58492,,Starlink,,não
58493,,Starlink,,não
58494,,Starlink,,não
58495,,Starlink,,não
58508,,Starlink,,não
58509,,Starlink,,não
58510,,Starlink,,não
58511,,Starlink,,não
58512,,Starlink,,não
58513,,Starlink,,não
58514,,Starlink,,não
58515,,Starlink,,não
58516,,Starlink,,não
58517,,Starlink,,não
58518,,Starlink,,não
58519,,Starlink,,não
58520,,Starlink,,não
58521,,Starlink,,não
58523,,Starlink,,não
58524,,Starlink,,não
58525,,Starlink,,não
58526,,Starlink,,não
58527,,Starlink,,não
58528,,Starlink,,não
58529,,Starlink,,não
58530,,Starlink,,não
58531,,Starlink,,não
58532,,Starlink,,não
58533,,Starlink,,não
58534,,Starlink,,não
58535,,Starlink,,não
58536,,Starlink,,não
58537,,Starlink,,não
58538,,Starlink,,não
58539,,Starlink,,não
58540,,Starlink,,não
58541,,Starlink,,não
58542,,Starlink,,não
58543,,Starlink,,não
58544,,Starlink,,não
58545,,Starlink,,não
58546,,Starlink,,não
58547,,Starlink,,não
58548,,Starlink,,não
58549,,Starlink,,não
58550,,Starlink,,não
58551,,Starlink,,não
58552,,Starlink,,não
58557,,Yaogan,,não
58558,,Yaogan,,não
58559,,Yaogan,,não
58589,,Starlink,,não
58590,,Starlink,,não
58592,,Starlink,,não
58593,,Starlink,,não
58594,,Starlink,,não
58595,,Starlink,,não
58596,,Starlink,,não
58597,,Starlink,,não
58598,,Starlink,,não
58600,,Starlink,,não
58601,,Starlink,,não
58602,,Starlink,,não
58603,,Starlink,,não
58604,,Starlink,,não
58605,,Starlink,,não
58606,,Starlink,,não
58607,,Starlink,,não
58608,,Starlink,,não
58609,,Starlink,,não
58610,,Starlink,,não
58611,,Starlink,,não
58619,,Starlink,,não
58621,,Starlink,,não
58622,,Starlink,,não
58623,,Starlink,,não
58624,,Starlink,,não
58625,,Starlink,,não
58626,,Starlink,,não
58627,,Starlink,,não
58628,,Starlink,,não
58629,,Starlink,,não
58630,,Starlink,,não
58631,,Starlink,,não
58632,,Starlink,,não
58633,,Starlink,,não
58634,,Starlink,,não
58635,,Starlink,,não
58636,,Starlink,,não
58637,,Starlink,,não
58638,,Starlink,,não
58639,,Starlink,,não
58640,,Starlink,,não
58654,,Beidou,,não
58655,,Beidou,,não
58666,,Military,,não
58668,,Starlink,,não
58669,,Starlink,,não
58670,,Starlink,,não
58671,,Starlink,,não
58672,,Starlink,,não
58673,,Starlink,,não
58674,,Starlink,,não
58675,,Starlink,,não
58676,,Starlink,,não
58677,,Starlink,,não
58678,,Starlink,,não
58679,,Starlink,,não
58680,,Starlink,,não
58681,,Starlink,,não
58682,,Starlink,,não
58683,,Starlink,,não
58684,,Starlink,,não
58685,,Starlink,,não
58686,,Starlink,,não
58689,,Starlink,,não
58694,,Geostationary,,não
58698,,Geostationary,,não
58705,,Starlink,,não
58706,,Starlink,,não
58707,,Starlink,,não
58708,,Starlink,,não
58709,,Starlink,,não
58710,,Starlink,,não
58711,,Starlink,,não
58712,,Starlink,,não
58713,,Starlink,,não
58714,,Starlink,,não
58715,,Starlink,,não
58716,,Starlink,,não
58717,,Starlink,,não
58718,,Starlink,,não
58719,,Starlink,,não
58720,,Starlink,,não
58721,,Starlink,,não
58722,,Starlink,,não
58723,,Starlink,,não
58724,,Starlink,,não
58725,,Starlink,,não
58727,,Amateur radio,,não
58729,,Starlink,,não
58732,,Starlink,,não
58733,,Starlink,,não
58734,,Starlink,,não
58735,,Starlink,,não
58736,,Starlink,,não
58737,,Starlink,,não
58738,,Starlink,,não
58739,,Starlink,,não
58740,,Starlink,,não
58741,,Starlink,,não
58742,,Starlink,,não
58743,,Starlink,,não
58744,,Starlink,,não
58745,,Starlink,,não
58746,,Starlink,,não
58747,,Starlink,,não
58748,,Starlink,,não
58749,,Starlink,,não
58750,,Starlink,,não
58755,,Amateur radio,,não
58762,,Military,,não
58765,,Starlink,,não
58766,,Starlink,,não
58767,,Starlink,,não
58769,,Starlink,,não
58770,,Starlink,,não
58771,,Starlink,,não
58772,,Starlink,,não
58773,,Starlink,,não
58774,,Starlink,,não
58775,,Starlink,,não
58776,,Starlink,,não
58777,,Starlink,,não
58778,,Starlink,,não
58779,,Starlink,,não
58781,,Starlink,,não
58783,,Starlink,,não
58784,,Starlink,,não
58785,,Starlink,,não
58786,,Starlink,,não
58787,,Starlink,,não
58788,,Starlink,,não
58789,,Starlink,,não
58790,,Starlink,,não
58791,,Starlink,,não
58793,,Starlink,,não
58794,,Starlink,,não
58795,,Starlink,,não
58796,,Starlink,,não
58797,,Starlink,,não
58798,,Starlink,,não
58800,,Starlink,,não
58801,,Starlink,,não
58803,,Starlink,,não
58804,,Starlink,,não
58806,,Starlink,,não
58807,,Starlink,,não
58808,,Starlink,,não
58809,,Starlink,,não
58810,,Amateur radio,,não
58826,,Starlink,,não
58827,,Starlink,,não
58828,,Starlink,,não
58829,,Starlink,,não
58830,,Starlink,,não
58831,,Starlink,,não
58832,,Starlink,,não
58834,,Starlink,,não
58835,,Starlink,,não
58836,,Starlink,,não
58838,,Starlink,,não
58839,,Starlink,,não
58840,,Starlink,,não
58841,,Starlink,,não
58842,,Starlink,,não
58843,,Starlink,,não
58844,,Starlink,,não
58845,,Starlink,,não
58846,,Starlink,,não
58847,,Starlink,,não
58853,,Starlink,,não
58854,,Starlink,,não
58855,,Starlink,,não
58856,,Starlink,,não
58858,,Starlink,,não
58859,,Starlink,,não
58860,,Starlink,,não
58861,,Starlink,,não
58862,,Starlink,,não
58863,,Starlink,,não
58864,,Starlink,,não
58865,,Starlink,,não
58866,,Starlink,,não
58867,,Starlink,,não
58868,,Starlink,,não
58869,,Starlink,,não
58870,,Starlink,,não
58871,,Starlink,,não
58872,,Starlink,,não
58873,,Starlink,,não
58874,,Starlink,,não
58875,,Starlink,,não
58876,,Starlink,,não
58877,,Starlink,,não
58878,,Starlink,,não
58879,,Starlink,,não
58880,,Starlink,,não
58881,,Starlink,,não
58882,,Starlink,,não
58883,,Starlink,,não
58884,,Starlink,,não
58885,,Starlink,,não
58886,,Starlink,,não
58887,,Starlink,,não
58889,,Starlink,,não
58890,,Starlink,,não
58891,,Starlink,,não
58893,,Starlink,,não
58894,,Starlink,,não
58895,,Starlink,,não
58897,,Starlink,,não
58899,,Lemur,,não
58900,,Lemur,,não
58903,,Lemur,,não
58928,,Amateur radio,,não
58928,,Space & Earth Science,,não
58928,,Earth resources,,não
58931,,Starlink,,não
58932,,Starlink,,não
58933,,Starlink,,não
58934,,Starlink,,não
58935,,Starlink,,não
58936,,Starlink,,não
58937,,Starlink,,não
58938,,Starlink,,não
58939,,Starlink,,não
58940,,Starlink,,não
58941,,Starlink,,não
58942,,Starlink,,não
58943,,Starlink,,não
58944,,Starlink,,não
58945,,Starlink,,não
58946,,Starlink,,não
58947,,Starlink,,não
58948,,Starlink,,não
58949,,Starlink,,não
58951,,Starlink,,não
58952,,Starlink,,não
58965,,Starlink,,não
58966,,Starlink,,não
58967,,Starlink,,não
58968,,Starlink,,não
58969,,Starlink,,não
58970,,Starlink,,não
58971,,Starlink,,não
58972,,Starlink,,não
58973,,Starlink,,não
58974,,Starlink,,não
58975,,Starlink,,não
58976,,Starlink,,não
58977,,Starlink,,não
58978,,Starlink,,não
58979,,Starlink,,não
58980,,Starlink,,não
58981,,Starlink,,não
58983,,Starlink,,não
58984,,Starlink,,não
58985,,Starlink,,não
58986,,Starlink,,não
58989,,Amateur radio,,não
58995,,Geostationary,,não
58998,,Starlink,,não
58999,,Starlink,,não
59000,,Starlink,,não
59002,,Starlink,,não
59004,,Starlink,,não
59005,,Starlink,,não
59006,,Starlink,,não
59007,,Starlink,,não
59008,,Starlink,,não
59009,,Starlink,,não
59010,,Starlink,,não
59011,,Starlink,,não
59012,,Starlink,,não
59013,,Starlink,,não
59014,,Starlink,,não
59015,,Starlink,,não
59016,,Starlink,,não
59017,,Starlink,,não
59018,,Starlink,,não
59019,,Starlink,,não
59023,,Starlink,,não
59024,,Starlink,,não
59025,,Starlink,,não
59027,,Starlink,,não
59028,,Starlink,,não
59029,,Starlink,,não
59030,,Starlink,,não
59031,,Starlink,,não
59032,,Starlink,,não
59033,,Starlink,,não
59034,,Starlink,,não
59035,,Starlink,,não
59036,,Starlink,,não
59037,,Starlink,,não
59038,,Starlink,,não
59039,,Starlink,,não
59040,,Starlink,,não
59041,,Starlink,,não
59042,,Starlink,,não
59043,,Starlink,,não
59044,,Starlink,,não
59045,,Starlink,,não
59046,,Starlink,,não
59051,,Amateur radio,,não
59065,,Amateur radio,,não
59066,,Amateur radio,,não
59067,,Amateur radio,,não
59068,,Amateur radio,,não
59071,,Amateur radio,,não
59072,,Amateur radio,,não
59074,,Starlink,,não
59075,,Starlink,,não
59076,,Starlink,,não
59077,,Starlink,,não
59078,,Starlink,,não
59079,,Starlink,,não
59081,,Starlink,,não
59082,,Starlink,,não
59083,,Starlink,,não
59084,,Starlink,,não
59085,,Starlink,,não
59086,,Starlink,,não
59087,,Starlink,,não
59088,,Starlink,,não
59089,,Starlink,,não
59090,,Starlink,,não
59092,,Starlink,,não
59093,,Starlink,,não
59095,,Starlink,,não
59096,,Starlink,,não
59100,,Amateur radio,,não
59101,,Amateur radio,,não
59103,,Amateur radio,,não
59104,,Amateur radio,,não
59105,,Amateur radio,,não
59107,,Amateur radio,,não
59108,,Amateur radio,,não
59112,,Amateur radio,,não
59117,,Amateur radio,,não
59120,,Amateur radio,,não
59126,,Amateur radio,,não
59129,,Amateur radio,,não
59132,,Amateur radio,,não
59146,,Lemur,,não
59152,,Starlink,,não
59153,,Starlink,,não
59154,,Starlink,,não
59155,,Starlink,,não
59156,,Starlink,,não
59157,,Starlink,,não
59158,,Starlink,,não
59159,,Starlink,,não
59160,,Starlink,,não
59161,,Starlink,,não
59162,,Starlink,,não
59163,,Starlink,,não
59164,,Starlink,,não
59165,,Starlink,,não
59166,,Starlink,,não
59167,,Starlink,,não
59168,,Starlink,,não
59169,,Starlink,,não
59170,,Starlink,,não
59171,,Starlink,,não
59172,,Starlink,,não
59173,,Starlink,,não
59174,,Starlink,,não
59175,,Amateur radio,,não
59178,,Starlink,,não
59179,,Starlink,,não
59180,,Starlink,,não
59181,,Starlink,,não
59182,,Starlink,,não
59184,,Starlink,,não
59185,,Starlink,,não
59186,,Starlink,,não
59187,,Starlink,,não
59188,,Starlink,,não
59189,,Starlink,,não
59190,,Starlink,,não
59191,,Starlink,,não
59192,,Starlink,,não
59193,,Starlink,,não
59194,,Starlink,,não
59195,,Starlink,,não
59196,,Starlink,,não
59197,,Starlink,,não
59198,,Starlink,,não
59199,,Starlink,,não
59200,,Starlink,,não
59201,,Starlink,,não
59202,,Starlink,,não
59203,,Starlink,,não
59204,,Starlink,,não
59205,,Starlink,,não
59206,,Starlink,,não
59207,,Starlink,,não
59208,,Starlink,,não
59209,,Starlink,,não
59210,,Starlink,,não
59211,,Starlink,,não
59212,,Starlink,,não
59213,,Starlink,,não
59214,,Starlink,,não
59215,,Starlink,,não
59216,,Starlink,,não
59217,,Starlink,,não
59218,,Starlink,,não
59219,,Starlink,,não
59220,,Starlink,,não
59221,,Starlink,,não
59222,,Starlink,,não
59223,,Starlink,,não
59232,,Starlink,,não
59233,,Starlink,,não
59234,,Starlink,,não
59235,,Starlink,,não
59236,,Starlink,,não
59237,,Starlink,,não
59238,,Starlink,,não
59239,,Starlink,,não
59240,,Starlink,,não
59241,,Starlink,,não
59242,,Starlink,,não
59243,,Starlink,,não
59244,,Starlink,,não
59246,,Starlink,,não
59247,,Starlink,,não
59248,,Starlink,,não
59249,,Starlink,,não
59250,,Starlink,,não
59252,,Starlink,,não
59253,,Starlink,,não
59254,,Starlink,,não
59255,,Starlink,,não
59256,,Starlink,,não
59258,,Starlink,,não
59259,,Starlink,,não
59261,,Starlink,,não
59263,,Starlink,,não
59264,,Starlink,,não
59265,,Starlink,,não
59266,,Starlink,,não
59267,,Starlink,,não
59268,,Starlink,,não
59269,,Starlink,,não
59270,,Starlink,,não
59271,,Starlink,,não
59272,,Starlink,,não
59273,,Starlink,,não
59296,,Starlink,,não
59297,,Starlink,,não
59298,,Starlink,,não
59299,,Starlink,,não
59300,,Starlink,,não
59301,,Starlink,,não
59302,,Starlink,,não
59303,,Starlink,,não
59304,,Starlink,,não
59305,,Starlink,,não
59306,,Starlink,,não
59307,,Starlink,,não
59308,,Starlink,,não
59309,,Starlink,,não
59310,,Starlink,,não
59312,,Starlink,,não
59313,,Starlink,,não
59314,,Starlink,,não
59315,,Starlink,,não
59316,,Starlink,,não
59317,,Starlink,,não
59318,,Starlink,,não
59320,,Starlink,,não
59321,,Starlink,,não
59322,,Starlink,,não
59323,,Starlink,,não
59324,,Starlink,,não
59325,,Starlink,,não
59326,,Starlink,,não
59327,,Starlink,,não
59328,,Starlink,,não
59329,,Starlink,,não
59330,,Starlink,,não
59331,,Starlink,,não
59332,,Starlink,,não
59333,,Starlink,,não
59334,,Starlink,,não
59335,,Starlink,,não
59336,,Starlink,,não
59337,,Starlink,,não
59338,,Starlink,,não
59339,,Starlink,,não
59340,,Starlink,,não
59341,,Starlink,,não
59342,,Starlink,,não
59343,,Weather,,não
59346,,Geostationary,,não
59348,,Starlink,,não
59349,,Starlink,,não
59350,,Starlink,,não
59351,,Starlink,,não
59352,,Starlink,,não
59353,,Starlink,,não
59354,,Starlink,,não
59355,,Starlink,,não
59356,,Starlink,,não
59357,,Starlink,,não
59358,,Starlink,,não
59359,,Starlink,,não
59360,,Starlink,,não
59361,,Starlink,,não
59362,,Starlink,,não
59363,,Starlink,,não
59364,,Starlink,,não
59365,,Starlink,,não
59366,,Starlink,,não
59367,,Starlink,,não
59368,,Starlink,,não
59369,,Starlink,,não
59370,,Starlink,,não
59374,,Starlink,,não
59375,,Starlink,,não
59376,,Starlink,,não
59377,,Starlink,,não
59378,,Starlink,,não
59379,,Starlink,,não
59380,,Starlink,,não
59381,,Starlink,,não
59382,,Starlink,,não
59384,,Starlink,,não
59385,,Starlink,,não
59386,,Starlink,,não
59387,,Starlink,,não
59388,,Starlink,,não
59389,,Starlink,,não
59390,,Starlink,,não
59391,,Starlink,,não
59392,,Starlink,,não
59393,,Starlink,,não
59394,,Starlink,,não
59397,,Starlink,,não
59398,,Starlink,,não
59399,,Starlink,,não
59400,,Starlink,,não
59401,,Starlink,,não
59402,,Starlink,,não
59403,,Starlink,,não
59404,,Starlink,,não
59405,,Starlink,,não
59406,,Starlink,,não
59407,,Starlink,,não
59409,,Starlink,,não
59410,,Starlink,,não
59411,,Starlink,,não
59412,,Starlink,,não
59413,,Starlink,,não
59414,,Starlink,,não
59415,,Starlink,,não
59416,,Starlink,,não
59417,,Starlink,,não
59418,,Starlink,,não
59419,,Starlink,,não
59420,,Starlink,,não
59421,,Starlink,,não
59422,,Starlink,,não
59423,,Starlink,,não
59424,,Starlink,,não
59425,,Starlink,,não
59426,,Starlink,,não
59427,,Starlink,,não
59429,,Starlink,,não
59430,,Starlink,,não
59431,,Starlink,,não
59432,,Starlink,,não
59433,,Starlink,,não
59434,,Starlink,,não
59435,,Starlink,,não
59436,,Starlink,,não
59437,,Starlink,,não
59438,,Starlink,,não
59439,,Starlink,,não
59441,,Starlink,,não
59451,,Amateur radio,,não
59453,,Military,,não
59481,,Weather,,não
59481,,Military,,não
59534,,Starlink,,não
59535,,Starlink,,não
59536,,Starlink,,não
59537,,Starlink,,não
59539,,Starlink,,não
59540,,Starlink,,não
59541,,Starlink,,não
59542,,Starlink,,não
59543,,Starlink,,não
59544,,Starlink,,não
59545,,Starlink,,não
59546,,Starlink,,não
59547,,Starlink,,não
59548,,Starlink,,não
59549,,Starlink,,não
59550,,Starlink,,não
59551,,Starlink,,não
59552,,Starlink,,não
59553,,Starlink,,não
59554,,Starlink,,não
59555,,Starlink,,não
59556,,Starlink,,não
59557,,Yaogan,,não
59564,,Starlink,,não
59565,,Starlink,,não
59566,,Starlink,,não
59567,,Starlink,,não
59568,,Starlink,,não
59569,,Starlink,,não
59570,,Starlink,,não
59571,,Starlink,,não
59572,,Starlink,,não
59573,,Starlink,,não
59574,,Starlink,,não
59575,,Starlink,,não
59576,,Starlink,,não
59577,,Starlink,,não
59578,,Starlink,,não
59579,,Starlink,,não
59580,,Starlink,,não
59581,,Starlink,,não
59582,,Starlink,,não
59583,,Starlink,,não
59584,,Starlink,,não
59585,,Starlink,,não
59586,,Starlink,,não
59588,,Amateur radio,,não
59598,,Galileo,,não
59600,,Galileo,,não
59601,,Starlink,,não
59602,,Starlink,,não
59603,,Starlink,,não
59604,,Starlink,,não
59605,,Starlink,,não
59606,,Starlink,,não
59607,,Starlink,,não
59608,,Starlink,,não
59609,,Starlink,,não
59610,,Starlink,,não
59611,,Starlink,,não
59612,,Starlink,,não
59613,,Starlink,,não
59614,,Starlink,,não
59616,,Starlink,,não
59617,,Starlink,,não
59618,,Starlink,,não
59619,,Starlink,,não
59621,,Starlink,,não
59622,,Starlink,,não
59623,,Starlink,,não
59631,,Starlink,,não
59632,,Starlink,,não
59633,,Starlink,,não
59634,,Starlink,,não
59635,,Starlink,,não
59636,,Starlink,,não
59637,,Starlink,,não
59638,,Starlink,,não
59639,,Starlink,,não
59640,,Starlink,,não
59641,,Starlink,,não
59642,,Starlink,,não
59643,,Starlink,,não
59644,,Starlink,,não
59645,,Starlink,,não
59646,,Starlink,,não
59647,,Starlink,,não
59650,,Starlink,,não
59651,,Starlink,,não
59652,,Starlink,,não
59653,,Starlink,,não
59654,,Starlink,,não
59655,,Starlink,,não
59656,,Starlink,,não
59657,,Starlink,,não
59658,,Starlink,,não
59659,,Starlink,,não
59660,,Starlink,,não
59661,,Starlink,,não
59662,,Starlink,,não
59663,,Starlink,,não
59664,,Starlink,,não
59666,,Starlink,,não
59667,,Starlink,,não
59668,,Starlink,,não
59669,,Starlink,,não
59670,,Starlink,,não
59671,,Starlink,,não
59672,,Starlink,,não
59673,,Starlink,,não
59674,,Starlink,,não
59675,,Starlink,,não
59676,,Starlink,,não
59682,,Starlink,,não
59683,,Starlink,,não
59684,,Starlink,,não
59685,,Starlink,,não
59686,,Starlink,,não
59687,,Starlink,,não
59688,,Starlink,,não
59689,,Starlink,,não
59690,,Starlink,,não
59691,,Starlink,,não
59693,,Starlink,,não
59694,,Starlink,,não
59695,,Starlink,,não
59696,,Starlink,,não
59697,,Starlink,,não
59698,,Starlink,,não
59699,,Starlink,,não
59700,,Starlink,,não
59701,,Starlink,,não
59702,,Starlink,,não
59703,,Starlink,,não
59704,,Starlink,,não
59708,,Starlink,,não
59709,,Starlink,,não
59710,,Starlink,,não
59711,,Starlink,,não
59712,,Starlink,,não
59713,,Starlink,,não
59714,,Starlink,,não
59715,,Starlink,,não
59716,,Starlink,,não
59717,,Starlink,,não
59718,,Starlink,,não
59719,,Starlink,,não
59720,,Starlink,,não
59721,,Starlink,,não
59722,,Starlink,,não
59723,,Starlink,,não
59724,,Starlink,,não
59725,,Starlink,,não
59726,,Starlink,,não
59727,,Starlink,,não
59730,,Starlink,,não
59731,,Starlink,,não
59733,,Starlink,,não
59734,,Starlink,,não
59735,,Starlink,,não
59736,,Starlink,,não
59737,,Starlink,,não
59738,,Starlink,,não
59739,,Starlink,,não
59740,,Starlink,,não
59741,,Starlink,,não
59742,,Starlink,,não
59743,,Starlink,,não
59744,,Starlink,,não
59745,,Starlink,,não
59746,,Starlink,,não
59747,,Starlink,,não
59748,,Starlink,,não
59749,,Starlink,,não
59750,,Starlink,,não
59751,,Starlink,,não
59752,,Starlink,,não
59754,,Starlink,,não
59755,,Starlink,,não
59756,,Starlink,,não
59757,,Starlink,,não
59758,,Starlink,,não
59759,,Starlink,,não
59760,,Starlink,,não
59761,,Starlink,,não
59762,,Starlink,,não
59763,,Starlink,,não
59765,,Starlink,,não
59766,,Starlink,,não
59767,,Starlink,,não
59768,,Starlink,,não
59769,,Starlink,,não
59770,,Starlink,,não
59771,,Starlink,,não
59772,,Starlink,,não
59773,,Amateur radio,,não
59774,,Amateur radio,,não
59775,,Amateur radio,,não
59776,,Amateur radio,,não
59777,,Amateur radio,,não
59778,,Amateur radio,,não
59779,,Amateur radio,,não
59780,,Amateur radio,,não
59781,,Amateur radio,,não
59782,,Starlink,,não
59783,,Starlink,,não
59784,,Starlink,,não
59785,,Starlink,,não
59786,,Starlink,,não
59787,,Starlink,,não
59788,,Starlink,,não
59789,,Starlink,,não
59790,,Starlink,,não
59791,,Starlink,,não
59794,,Starlink,,não
59795,,Starlink,,não
59797,,Starlink,,não
59798,,Starlink,,não
59799,,Starlink,,não
59800,,Starlink,,não
59801,,Starlink,,não
59802,,Starlink,,não
59803,,Starlink,,não
59804,,Starlink,,não
59809,,Amateur radio,,não
59835,,Starlink,,não
59836,,Starlink,,não
59837,,Starlink,,não
59838,,Starlink,,não
59839,,Starlink,,não
59841,,Starlink,,não
59842,,Starlink,,não
59843,,Starlink,,não
59844,,Starlink,,não
59845,,Starlink,,não
59846,,Starlink,,não
59847,,Starlink,,não
59848,,Starlink,,não
59849,,Starlink,,não
59850,,Starlink,,não
59851,,Starlink,,não
59853,,Starlink,,não
59854,,Starlink,,não
59855,,Starlink,,não
59856,,Starlink,,não
59857,,Starlink,,não
59858,,Starlink,,não
59859,,Starlink,,não
59860,,Starlink,,não
59862,,Starlink,,não
59863,,Starlink,,não
59864,,Starlink,,não
59865,,Starlink,,não
59866,,Starlink,,não
59867,,Starlink,,não
59868,,Starlink,,não
59869,,Starlink,,não
59870,,Starlink,,não
59871,,Starlink,,não
59873,,Starlink,,não
59874,,Starlink,,não
59875,,Starlink,,não
59876,,Starlink,,não
59877,,Starlink,,não
59878,,Starlink,,não
59879,,Starlink,,não
59880,,Starlink,,não
59885,,Starlink,,não
59886,,Starlink,,não
59887,,Starlink,,não
59888,,Starlink,,não
59889,,Starlink,,não
59890,,Starlink,,não
59891,,Starlink,,não
59892,,Starlink,,não
59893,,Starlink,,não
59894,,Starlink,,não
59895,,Starlink,,não
59896,,Starlink,,não
59897,,Starlink,,não
59898,,Starlink,,não
59899,,Starlink,,não
59900,,Starlink,,não
59901,,Starlink,,não
59902,,Starlink,,não
59903,,Starlink,,não
59904,,Starlink,,não
59905,,Starlink,,não
59906,,Starlink,,não
59907,,Starlink,,não
59908,,Space & Earth Science,,não
59908,,Earth resources,,não
59915,,Geostationary,,não
59922,,Starlink,,não
59923,,Starlink,,não
59924,,Starlink,,não
59925,,Starlink,,não
59926,,Starlink,,não
59927,,Starlink,,não
59928,,Starlink,,não
59929,,Starlink,,não
59930,,Starlink,,não
59931,,Starlink,,não
59932,,Starlink,,não
59933,,Starlink,,não
59934,,Starlink,,não
59936,,Starlink,,não
59937,,Starlink,,não
59938,,Starlink,,não
59939,,Starlink,,não
59940,,Starlink,,não
59941,,Starlink,,não
59942,,Starlink,,não
59943,,Starlink,,não
59944,,Starlink,,não
59945,,Starlink,,não
59947,,Starlink,,não
59948,,Starlink,,não
59949,,Starlink,,não
59950,,Starlink,,não
59952,,Starlink,,não
59954,,Starlink,,não
59955,,Starlink,,não
59956,,Starlink,,não
59957,,Starlink,,não
59958,,Starlink,,não
59959,,Starlink,,não
59960,,Starlink,,não
59961,,Starlink,,não
59962,,Starlink,,não
59963,,Starlink,,não
59964,,Starlink,,não
60016,,Starlink,,não
60017,,Starlink,,não
60018,,Starlink,,não
60019,,Starlink,,não
60020,,Starlink,,não
60021,,Starlink,,não
60022,,Starlink,,não
60023,,Starlink,,não
60024,,Starlink,,não
60026,,Starlink,,não
60027,,Starlink,,não
60028,,Starlink,,não
60029,,Starlink,,não
60030,,Starlink,,não
60031,,Starlink,,não
60032,,Starlink,,não
60034,,Starlink,,não
60035,,Starlink,,não
60036,,Starlink,,não
60037,,Starlink,,não
60038,,Starlink,,não
60039,,Starlink,,não
60040,,Starlink,,não
60041,,Starlink,,não
60042,,Starlink,,não
60043,,Starlink,,não
60044,,Starlink,,não
60045,,Starlink,,não
60046,,Starlink,,não
60047,,Starlink,,não
60048,,Starlink,,não
60049,,Starlink,,não
60050,,Starlink,,não
60052,,Starlink,,não
60053,,Starlink,,não
60054,,Starlink,,não
60055,,Starlink,,não
60056,,Starlink,,não
60057,,Starlink,,não
60059,,Starlink,,não
60060,,Starlink,,não
60061,,Starlink,,não
60062,,Starlink,,não
60063,,Starlink,,não
60064,,Starlink,,não
60065,,Starlink,,não
60066,,Starlink,,não
60067,,Starlink,,não
60068,,Starlink,,não
60069,,Starlink,,não
60070,,Starlink,,não
60071,,Starlink,,não
