norad,nome,categoria_n2yo,categoria_coleta,no_recorte
60077,,Starlink,,não
60079,,Amateur radio,,não
60081,,Amateur radio,,não
60082,,Amateur radio,,não
60083,,Amateur radio,,não
60084,,Amateur radio,,não
60086,,Geostationary,,não
60091,,Starlink,,não
60092,,Starlink,,não
60093,,Starlink,,não
60094,,Starlink,,não
60095,,Starlink,,não
60096,,Starlink,,não
60097,,Starlink,,não
60098,,Starlink,,não
60099,,Starlink,,não
60100,,Starlink,,não
60101,,Starlink,,não
60102,,Starlink,,não
60103,,Starlink,,não
60104,,Starlink,,não
60105,,Starlink,,não
60106,,Starlink,,não
60107,,Starlink,,não
60108,,Starlink,,não
60109,,Starlink,,não
60110,,Starlink,,não
60111,,Starlink,,não
60112,,Starlink,,não
60113,,Starlink,,não
60114,,Starlink,,não
60115,,Starlink,,não
60116,,Starlink,,não
60117,,Starlink,,não
60118,,Starlink,,não
60119,,Starlink,,não
60120,,Starlink,,não
60121,,Starlink,,não
60122,,Starlink,,não
60123,,Starlink,,não
60124,,Starlink,,não
60125,,Starlink,,não
60126,,Starlink,,não
60127,,Starlink,,não
60128,,Starlink,,não
60129,,Starlink,,não
60130,,Starlink,,não
60131,,Starlink,,não
60132,,Starlink,,não
60133,,Geostationary,,não
60133,,Weather,,não
60133,,GOES,,não
60135,,Starlink,,não
60136,,Starlink,,não
60137,,Starlink,,não
60138,,Starlink,,não
60140,,Starlink,,não
60141,,Starlink,,não
60142,,Starlink,,não
60143,,Starlink,,não
60144,,Starlink,,não
60145,,Starlink,,não
60146,,Starlink,,não
60147,,Starlink,,não
60148,,Starlink,,não
60149,,Starlink,,não
60150,,Starlink,,não
60151,,Starlink,,não
60152,,Starlink,,não
60153,,Starlink,,não
60154,,Starlink,,não
60155,,Starlink,,não
60156,,Starlink,,não
60157,,Starlink,,não
60183,,Starlink,,não
60184,,Starlink,,não
60185,,Starlink,,não
60186,,Starlink,,não
60187,,Starlink,,não
60188,,Starlink,,não
60189,,Starlink,,não
60190,,Starlink,,não
60191,,Starlink,,não
60192,,Starlink,,não
60193,,Starlink,,não
60194,,Starlink,,não
60195,,Starlink,,não
60196,,Starlink,,não
60197,,Starlink,,não
60198,,Starlink,,não
60199,,Starlink,,não
60200,,Starlink,,não
60201,,Starlink,,não
60202,,Starlink,,não
60203,,Amateur radio,,não
60206,,Amateur radio,,não
60207,,Amateur radio,,não
60209,,Amateur radio,,não
60233,,Geostationary,,não
60235,,Amateur radio,,não
60236,,Amateur radio,,não
60237,,Amateur radio,,não
60238,,Amateur radio,,não
60239,,Amateur radio,,não
60240,,Amateur radio,,não
60241,,Amateur radio,,não
60242,,Amateur radio,,não
60243,,Amateur radio,,não
60246,,Amateur radio,,não
60255,,Starlink,,não
60256,,Starlink,,não
60257,,Starlink,,não
60258,,Starlink,,não
60259,,Starlink,,não
60260,,Starlink,,não
60261,,Starlink,,não
60262,,Starlink,,não
60263,,Starlink,,não
60264,,Starlink,,não
60265,,Starlink,,não
60266,,Starlink,,não
60267,,Starlink,,não
60268,,Starlink,,não
60269,,Starlink,,não
60270,,Starlink,,não
60271,,Starlink,,não
60272,,Starlink,,não
60273,,Starlink,,não
60274,,Starlink,,não
60275,,Starlink,,não
60276,,Starlink,,não
60277,,Starlink,,não
60278,,Starlink,,não
60279,,Starlink,,não
60280,,Starlink,,não
60281,,Starlink,,não
60282,,Starlink,,não
60283,,Starlink,,não
60284,,Starlink,,não
60285,,Starlink,,não
60286,,Starlink,,não
60287,,Starlink,,não
60288,,Starlink,,não
60289,,Starlink,,não
60290,,Starlink,,não
60291,,Starlink,,não
60292,,Starlink,,não
60293,,Starlink,,não
60294,,Starlink,,não
60295,,Starlink,,não
60296,,Starlink,,não
60297,,Starlink,,não
60298,,Starlink,,não
60299,,Starlink,,não
60300,,Starlink,,não
60301,,Starlink,,não
60302,,Starlink,,não
60303,,Starlink,,não
60304,,Starlink,,não
60305,,Starlink,,não
60306,,Starlink,,não
60307,,Starlink,,não
60308,,Starlink,,não
60309,,Starlink,,não
60310,,Starlink,,não
60312,,Starlink,,não
60313,,Starlink,,não
60314,,Starlink,,não
60315,,Starlink,,não
60316,,Starlink,,não
60317,,Starlink,,não
60318,,Starlink,,não
60319,,Starlink,,não
60320,,Starlink,,não
60321,,Starlink,,não
60329,,Starlink,,não
60330,,Starlink,,não
60331,,Starlink,,não
60332,,Starlink,,não
60333,,Starlink,,não
60334,,Starlink,,não
60335,,Starlink,,não
60336,,Starlink,,não
60338,,Starlink,,não
60339,,Starlink,,não
60340,,Starlink,,não
60341,,Starlink,,não
60342,,Starlink,,não
60343,,Starlink,,não
60344,,Starlink,,não
60345,,Starlink,,não
60346,,Starlink,,não
60347,,Starlink,,não
60348,,Starlink,,não
60349,,Starlink,,não
60350,,Starlink,,não
60351,,Starlink,,não
60355,,Starlink,,não
60356,,Starlink,,não
60358,,Starlink,,não
60359,,Starlink,,não
60360,,Starlink,,não
60361,,Starlink,,não
60362,,Starlink,,não
60363,,Starlink,,não
60364,,Starlink,,não
60365,,Starlink,,não
60366,,Starlink,,não
60367,,Starlink,,não
60368,,Starlink,,não
60370,,Starlink,,não
60371,,Starlink,,não
60372,,Starlink,,não
60373,,Starlink,,não
60374,,Starlink,,não
60375,,Starlink,,não
60376,,Starlink,,não
60377,,Starlink,,não
60379,,Qianfan,,não
60380,,Qianfan,,não
60381,,Qianfan,,não
60382,,Qianfan,,não
60383,,Qianfan,,não
60384,,Qianfan,,não
60385,,Qianfan,,não
60386,,Qianfan,,não
60387,,Qianfan,,não
60388,,Qianfan,,não
60389,,Qianfan,,não
60390,,Qianfan,,não
60391,,Qianfan,,não
60392,,Qianfan,,não
60393,,Qianfan,,não
60394,,Qianfan,,não
60395,,Qianfan,,não
60396,,Qianfan,,não
60398,,Starlink,,não
60399,,Starlink,,não
60400,,Starlink,,não
60401,,Starlink,,não
60402,,Starlink,,não
60403,,Starlink,,não
60404,,Starlink,,não
60405,,Starlink,,não
60406,,Starlink,,não
60407,,Starlink,,não
60408,,Starlink,,não
60409,,Starlink,,não
60410,,Starlink,,não
60411,,Starlink,,não
60412,,Starlink,,não
60413,,Starlink,,não
60414,,Starlink,,não
60415,,Starlink,,não
60416,,Starlink,,não
60417,,Starlink,,não
60418,,Starlink,,não
60425,,Starlink,,não
60426,,Starlink,,não
60427,,Starlink,,não
60428,,Starlink,,não
60429,,Starlink,,não
60430,,Starlink,,não
60431,,Starlink,,não
60432,,Starlink,,não
60433,,Starlink,,não
60434,,Starlink,,não
60435,,Starlink,,não
60436,,Starlink,,não
60437,,Starlink,,não
60438,,Starlink,,não
60439,,Starlink,,não
60440,,Starlink,,não
60441,,Starlink,,não
60442,,Starlink,,não
60443,,Starlink,,não
60444,,Starlink,,não
60445,,Starlink,,não
60446,,Starlink,,não
60447,,Starlink,,não
60454,,Amateur radio,,não
60458,,Yaogan,,não
60459,,Yaogan,,não
60460,,Yaogan,,não
60461,,Yaogan,,não
60462,,Yaogan,,não
60463,,Yaogan,,não
60464,,Yaogan,,não
60465,,Yaogan,,não
60466,,Yaogan,,não
60469,,Amateur radio,,não
60471,,Lemur,,não
60472,,Amateur radio,,não
60475,,Amateur radio,,não
60476,,Amateur radio,,não
60478,,Amateur radio,,não
60480,,Flock,,não
60481,,Flock,,não
60486,,Flock,,não
60487,,Flock,,não
60488,,Flock,,não
60489,,Flock,,não
60490,,Flock,,não
60491,,Flock,,não
60492,,Flock,,não
60494,,Flock,,não
60495,,Flock,,não
60497,,Flock,,não
60501,,Flock,,não
60505,,Flock,,não
60509,,Flock,,não
60511,,Flock,,não
60512,,Flock,,não
60513,,Flock,,não
60514,,Flock,,não
60516,,Flock,,não
60517,,Flock,,não
60518,,Flock,,não
60519,,Flock,,não
60520,,Amateur radio,,não
60522,,Amateur radio,,não
60524,,Amateur radio,,não
60525,,Amateur radio,,não
60526,,Amateur radio,,não
60527,,Amateur radio,,não
60528,,Amateur radio,,não
60530,,Amateur radio,,não
60533,,Lemur,,não
60534,,Amateur radio,,não
60535,,Amateur radio,,não
60536,,Lemur,,não
60538,,Amateur radio,,não
60539,,Amateur radio,,não
60542,,Amateur radio,,não
60546,,Amateur radio,,não
60548,,Amateur radio,,não
60549,,Amateur radio,,não
60551,,Amateur radio,,não
60552,,Amateur radio,,não
60553,,Amateur radio,,não
60554,,Amateur radio,,não
60555,,Amateur radio,,não
60556,,Amateur radio,,não
60559,,Flock,,não
60561,,Flock,,não
60563,,Flock,,não
60565,,Amateur radio,,não
60573,,Amateur radio,,não
60576,,Lemur,,não
60577,,Lemur,,não
60578,,Lemur,,não
60579,,Lemur,,não
60580,,Amateur radio,,não
60583,,Starlink,,não
60584,,Starlink,,não
60585,,Starlink,,não
60586,,Starlink,,não
60587,,Starlink,,não
60588,,Starlink,,não
60589,,Starlink,,não
60590,,Starlink,,não
60591,,Starlink,,não
60592,,Starlink,,não
60593,,Starlink,,não
60594,,Starlink,,não
60595,,Starlink,,não
60596,,Starlink,,não
60597,,Starlink,,não
60598,,Starlink,,não
60599,,Starlink,,não
60600,,Starlink,,não
60601,,Starlink,,não
60602,,Starlink,,não
60603,,Starlink,,não
60604,,Starlink,,não
60606,,Geostationary,,não
60720,,Starlink,,não
60721,,Starlink,,não
60722,,Starlink,,não
60723,,Starlink,,não
60724,,Starlink,,não
60725,,Starlink,,não
60726,,Starlink,,não
60727,,Starlink,,não
60728,,Starlink,,não
60729,,Starlink,,não
60730,,Starlink,,não
60731,,Starlink,,não
60732,,Starlink,,não
60733,,Starlink,,não
60734,,Starlink,,não
60737,,Starlink,,não
60738,,Starlink,,não
60739,,Starlink,,não
60740,,Starlink,,não
60903,,Starlink,,não
60904,,Starlink,,não
60905,,Starlink,,não
60906,,Starlink,,não
60907,,Starlink,,não
60908,,Starlink,,não
60909,,Starlink,,não
60910,,Starlink,,não
60911,,Starlink,,não
60912,,Starlink,,não
60913,,Starlink,,não
60915,,Starlink,,não
60916,,Starlink,,não
60917,,Starlink,,não
60918,,Starlink,,não
60919,,Starlink,,não
60920,,Starlink,,não
60921,,Starlink,,não
60922,,Starlink,,não
60923,,Starlink,,não
60924,,Starlink,,não
60925,,Starlink,,não
60926,,Starlink,,não
60927,,Starlink,,não
60928,,Starlink,,não
60929,,Starlink,,não
60930,,Starlink,,não
60931,,Starlink,,não
60932,,Starlink,,não
60933,,Starlink,,não
60934,,Starlink,,não
60935,,Starlink,,não
60936,,Starlink,,não
60937,,Starlink,,não
60939,,Starlink,,não
60940,,Starlink,,não
60941,,Starlink,,não
60942,,Starlink,,não
60943,,Starlink,,não
60944,,Starlink,,não
60945,,Yaogan,,não
60946,,Yaogan,,não
60947,,Yaogan,,não
60948,,Yaogan,,não
60949,,Yaogan,,não
60950,,Yaogan,,não
60989,,Earth resources,,não
60991,,Starlink,,não
60992,,Starlink,,não
60993,,Starlink,,não
60994,,Starlink,,não
60995,,Starlink,,não
60996,,Starlink,,não
60997,,Starlink,,não
60998,,Starlink,,não
60999,,Starlink,,não
61000,,Starlink,,não
61001,,Starlink,,não
61002,,Starlink,,não
61003,,Starlink,,não
61004,,Starlink,,não
61005,,Starlink,,não
61006,,Starlink,,não
61007,,Starlink,,não
61008,,Starlink,,não
61010,,Starlink,,não
61045,,Amateur radio,,não
61046,,Amateur radio,,não
61047,,Amateur radio,,não
61048,,Amateur radio,,não
61049,,Amateur radio,,não
61050,,Starlink,,não
61051,,Starlink,,não
61053,,Starlink,,não
61054,,Starlink,,não
61055,,Starlink,,não
61056,,Starlink,,não
61057,,Starlink,,não
61058,,Starlink,,não
61059,,Starlink,,não
61060,,Starlink,,não
61061,,Starlink,,não
61062,,Starlink,,não
61063,,Starlink,,não
61064,,Starlink,,não
61065,,Starlink,,não
61066,,Starlink,,não
61068,,Starlink,,não
61069,,Starlink,,não
61070,,Starlink,,não
61072,,Amateur radio,,não
61182,,Galileo,,não
61183,,Galileo,,não
61186,,Beidou,,não
61187,,Beidou,,não
61220,,Amateur radio,,não
61221,,Amateur radio,,não
61222,,Amateur radio,,não
61223,,Amateur radio,,não
61224,,Amateur radio,,não
61243,,Starlink,,não
61244,,Starlink,,não
61245,,Starlink,,não
61246,,Starlink,,não
61247,,Starlink,,não
61248,,Starlink,,não
61249,,Starlink,,não
61251,,Starlink,,não
61252,,Starlink,,não
61253,,Starlink,,não
61254,,Starlink,,não
61255,,Starlink,,não
61256,,Starlink,,não
61257,,Starlink,,não
61258,,Starlink,,não
61259,,Starlink,,não
61260,,Starlink,,não
61261,,Starlink,,não
61262,,Starlink,,não
61509,,Starlink,,não
61510,,Starlink,,não
61511,,Starlink,,não
61512,,Starlink,,não
61513,,Starlink,,não
61514,,Starlink,,não
61515,,Starlink,,não
61516,,Starlink,,não
61517,,Starlink,,não
61518,,Starlink,,não
61519,,Starlink,,não
61520,,Starlink,,não
61521,,Starlink,,não
61522,,Starlink,,não
61523,,Starlink,,não
61524,,Starlink,,não
61525,,Starlink,,não
61526,,Starlink,,não
61527,,Starlink,,não
61528,,Starlink,,não
61529,,Starlink,,não
61530,,Starlink,,não
61531,,Starlink,,não
61532,,Starlink,,não
61533,,Starlink,,não
61534,,Starlink,,não
61535,,Starlink,,não
61536,,Starlink,,não
61538,,Starlink,,não
61539,,Starlink,,não
61540,,Starlink,,não
61541,,Starlink,,não
61542,,Starlink,,não
61543,,Starlink,,não
61544,,Starlink,,não
61545,,Starlink,,não
61546,,Starlink,,não
61547,,Starlink,,não
61548,,Starlink,,não
61549,,Starlink,,não
61550,,Starlink,,não
61551,,Starlink,,não
61552,,Qianfan,,não
61553,,Qianfan,,não
61554,,Qianfan,,não
61555,,Qianfan,,não
61556,,Qianfan,,não
61557,,Qianfan,,não
61558,,Qianfan,,não
61559,,Qianfan,,não
61560,,Qianfan,,não
61561,,Qianfan,,não
61562,,Qianfan,,não
61563,,Qianfan,,não
61564,,Qianfan,,não
61565,,Qianfan,,não
61566,,Qianfan,,não
61567,,Qianfan,,não
61568,,Qianfan,,não
61569,,Qianfan,,não
61574,,Starlink,,não
61575,,Starlink,,não
61576,,Starlink,,não
61577,,Starlink,,não
61578,,Starlink,,não
61579,,Starlink,,não
61580,,Starlink,,não
61581,,Starlink,,não
61582,,Starlink,,não
61583,,Starlink,,não
61584,,Starlink,,não
61585,,Starlink,,não
61586,,Starlink,,não
61587,,Starlink,,não
61588,,Starlink,,não
61589,,Starlink,,não
61590,,Starlink,,não
61591,,Starlink,,não
61592,,Starlink,,não
61593,,Starlink,,não
61594,,OneWeb,,não
61595,,OneWeb,,não
61596,,OneWeb,,não
61597,,OneWeb,,não
61598,,OneWeb,,não
61599,,OneWeb,,não
61600,,OneWeb,,não
61601,,OneWeb,,não
61602,,OneWeb,,não
61603,,OneWeb,,não
61604,,OneWeb,,não
61605,,OneWeb,,não
61606,,OneWeb,,não
61607,,OneWeb,,não
61608,,OneWeb,,não
61609,,OneWeb,,não
61610,,OneWeb,,não
61611,,OneWeb,,não
61612,,OneWeb,,não
61613,,OneWeb,,não
61617,,Yaogan,,não
61618,,Yaogan,,não
61619,,Yaogan,,não
61621,,Starlink,,não
61622,,Starlink,,não
61623,,Starlink,,não
61624,,Starlink,,não
61625,,Starlink,,não
61626,,Starlink,,não
61627,,Starlink,,não
61628,,Starlink,,não
61629,,Starlink,,não
61630,,Starlink,,não
61631,,Starlink,,não
61632,,Starlink,,não
61633,,Starlink,,não
61634,,Starlink,,não
61635,,Starlink,,não
61636,,Starlink,,não
61637,,Starlink,,não
61638,,Starlink,,não
61639,,Starlink,,não
61640,,Starlink,,não
61641,,Starlink,,não
61642,,Starlink,,não
61643,,Starlink,,não
61661,,Starlink,,não
61662,,Starlink,,não
61663,,Starlink,,não
61664,,Starlink,,não
61665,,Starlink,,não
61666,,Starlink,,não
61667,,Starlink,,não
61668,,Starlink,,não
61669,,Starlink,,não
61670,,Starlink,,não
61671,,Starlink,,não
61672,,Starlink,,não
61673,,Starlink,,não
61674,,Starlink,,não
61675,,Starlink,,não
61676,,Starlink,,não
61677,,Starlink,,não
61678,,Starlink,,não
61679,,Starlink,,não
61680,,Starlink,,não
61681,,Starlink,,não
61682,,Starlink,,não
61687,,Starlink,,não
61688,,Starlink,,não
61689,,Starlink,,não
61690,,Starlink,,não
61691,,Starlink,,não
61692,,Starlink,,não
61693,,Starlink,,não
61694,,Starlink,,não
61695,,Starlink,,não
61696,,Starlink,,não
61697,,Starlink,,não
61699,,Starlink,,não
61700,,Starlink,,não
61701,,Starlink,,não
61702,,Starlink,,não
61704,,Starlink,,não
61705,,Starlink,,não
61706,,Starlink,,não
61707,,Starlink,,não
61708,,Starlink,,não
61709,,Starlink,,não
61710,,Starlink,,não
61711,,Starlink,,não
61712,,Starlink,,não
61713,,Starlink,,não
61714,,Starlink,,não
61715,,Starlink,,não
61716,,Starlink,,não
61717,,Starlink,,não
61718,,Starlink,,não
61719,,Starlink,,não
61720,,Starlink,,não
61721,,Starlink,,não
61722,,Starlink,,não
61723,,Starlink,,não
61724,,Starlink,,não
61725,,Starlink,,não
61726,,Starlink,,não
61727,,Starlink,,não
61728,,Starlink,,não
61729,,Starlink,,não
61737,,Amateur radio,,não
61738,,Amateur radio,,não
61739,,Amateur radio,,não
61740,,Amateur radio,,não
61741,,Amateur radio,,não
61742,,Amateur radio,,não
61743,,Amateur radio,,não
61744,,Amateur radio,,não
61745,,Amateur radio,,não
61746,,Amateur radio,,não
61747,,Amateur radio,,não
61748,,Amateur radio,,não
61749,,Amateur radio,,não
61750,,Amateur radio,,não
61751,,Amateur radio,,não
61752,,Amateur radio,,não
61753,,Amateur radio,,não
61754,,Amateur radio,,não
61755,,Amateur radio,,não
61756,,Amateur radio,,não
61758,,Amateur radio,,não
61759,,Amateur radio,,não
61760,,Amateur radio,,não
61761,,Amateur radio,,não
61763,,Amateur radio,,não
61764,,Amateur radio,,não
61768,,Amateur radio,,não
61769,,Amateur radio,,não
61771,,Amateur radio,,não
61773,,Amateur radio,,não
61774,,Amateur radio,,não
61775,,Amateur radio,,não
61776,,Amateur radio,,não
61777,,Amateur radio,,não
61778,,Amateur radio,,não
61779,,Amateur radio,,não
61780,,Amateur radio,,não
61781,,Amateur radio,,não
61784,,Amateur radio,,não
61785,,Amateur radio,,não
61786,,Amateur radio,,não
61787,,Amateur radio,,não
61788,,Amateur radio,,não
61789,,Amateur radio,,não
61790,,Amateur radio,,não
61845,,Starlink,,não
61846,,Starlink,,não
61847,,Starlink,,não
61848,,Starlink,,não
61849,,Starlink,,não
61850,,Starlink,,não
61851,,Starlink,,não
61852,,Starlink,,não
61853,,Starlink,,não
61854,,Starlink,,não
61855,,Starlink,,não
61856,,Starlink,,não
61857,,Starlink,,não
61858,,Starlink,,não
61859,,Starlink,,não
61860,,Starlink,,não
61861,,Starlink,,não
61862,,Starlink,,não
61863,,Starlink,,não
61864,,Starlink,,não
61865,,Starlink,,não
61866,,Starlink,,não
61867,,Starlink,,não
61874,,Starlink,,não
61875,,Starlink,,não
61877,,Starlink,,não
61878,,Starlink,,não
61879,,Starlink,,não
61880,,Starlink,,não
61881,,Starlink,,não
61882,,Starlink,,não
61883,,Starlink,,não
61884,,Starlink,,não
61885,,Starlink,,não
61886,,Starlink,,não
61887,,Starlink,,não
61888,,Starlink,,não
61889,,Starlink,,não
61890,,Starlink,,não
61891,,Starlink,,não
61892,,Starlink,,não
61893,,Starlink,,não
61912,,Starlink,,não
61913,,Starlink,,não
61914,,Starlink,,não
61916,,Starlink,,não
61917,,Starlink,,não
61918,,Starlink,,não
61919,,Starlink,,não
61920,,Starlink,,não
61921,,Starlink,,não
61922,,Starlink,,não
61923,,Starlink,,não
61924,,Starlink,,não
61925,,Starlink,,não
61926,,Starlink,,não
61927,,Starlink,,não
61928,,Starlink,,não
61929,,Starlink,,não
61930,,Starlink,,não
61931,,Starlink,,não
61932,,Starlink,,não
61933,,Starlink,,não
61935,,Starlink,,não
61939,,Starlink,,não
61940,,Starlink,,não
61941,,Starlink,,não
61942,,Starlink,,não
61943,,Starlink,,não
61944,,Starlink,,não
61945,,Starlink,,não
61946,,Starlink,,não
61947,,Starlink,,não
61948,,Starlink,,não
61949,,Starlink,,não
61950,,Starlink,,não
61951,,Starlink,,não
61952,,Starlink,,não
61953,,Starlink,,não
61954,,Starlink,,não
61955,,Starlink,,não
61956,,Starlink,,não
61957,,Starlink,,não
61958,,Starlink,,não
61959,,Starlink,,não
61960,,Starlink,,não
61961,,Starlink,,não
61962,,Starlink,,não
61963,,Starlink,,não
61964,,Starlink,,não
61965,,Starlink,,não
61966,,Starlink,,não
61967,,Starlink,,não
61968,,Starlink,,não
61969,,Starlink,,não
61970,,Starlink,,não
61971,,Starlink,,não
61972,,Starlink,,não
61973,,Starlink,,não
61974,,Starlink,,não
61975,,Starlink,,não
61976,,Starlink,,não
61977,,Starlink,,não
61978,,Starlink,,não
61979,,Starlink,,não
61980,,Starlink,,não
61981,,Starlink,,não
61982,,Starlink,,não
62006,,Geostationary,,não
62008,,Starlink,,não
62009,,Starlink,,não
62010,,Starlink,,não
62011,,Starlink,,não
62012,,Starlink,,não
62013,,Starlink,,não
